Code,Descirption
36997,"Brushes and mops, manufacturing"
20229,"Builder's carpentry and joining n.e.c., manufacturing"
20222,"Building (prefabricated) of wood, manufacturing"
14103,"Building and monumental stone n.e.c., quarrying"
35113,Building and repair of barges
35113,Building and repair of non-motorised vessels (other than pleasure/sporting boat)
35119,Building and repairing activities n.e.c of boats
35129,Building and repairing activities n.e.c of pleasure and sporting boats
35119,Building and repairing activities n.e.c of ships
35122,Building and repairing of non-motorised inflatable boats and rafts.
35122,Building and repairing of non-motorised pleasure boats
35122,Building and repairing of non-motorised sporting boats
75141,"Building construction & maintenance services, activities by CPWD in Union Govt."
75142,"Building construction & maintenance services, activities by PWD in State Govt."
45309,Building installations nec
51432,"Building materials, wholesale"
35115,Building of vessels the main activity of which is not navigation
74930,Building-cleaning activities
66030,"Buildings insurance, by financial company"
1404,Bulk packaging of harvested crop
29244,"Bulldozers, manufacturing"
60232,"Bullock carts / cycle rickshaws, freight transport"
35991,"Bullock-carts, manufacturing"
35116,"Buoys, construction"
31907,"Burglar or fire alarms, manufacturing"
63031,"Bus stations, operation"
74996,Business activity of interior decoration
74910,Business activity of labour recruitment
74920,Business activity of providing security personnel
74910,Business activity of provision of personnel
91110,"Business and employers organisations, activities"
74140,Business and management consultancy activities
74992,Business brokerage activity of appraisal of businesses (not for real estate and insurance)
74992,Business brokerage activity of arranging for the purchase of small and medium-sized businesses
74992,Business brokerage activity of arranging for the sale of small and medium-sized businesses
95000,"Butlers, activity of private households as employers of"
15203,Butter manufacturing
36992,"Buttons, manufacturing"
70200,Buying / selling of property through real estate brokers
1121,"Cabbage, growing"
31200,"Cabinets and other bases equipped with apparatus for electricity distribution / control, manufacturing"
31300,"Cable (includes coaxial cables), manufacturing"
64204,Cable operator services
33201,"Cables of optical fibres, manufacturing"
15146,"Cakes incl. residual products n.e.c., manufacturing"
15412,"Cakes, manufacturing"
14107,"Calcite, mining / quarrying"
29199,"Calendaring or other rolling machines (not for metal or glass), manufacturing"
33123,"Calipers, manufacturing"
1214,Camel rearing
25119,"Camel-back' stripes for re-treading tyres, manufacturing"
33204,"Camera for still photography, manufacturing"
71110,"Campers, renting out (without  operator)"
36995,"Candles, tapers and similar products of wax, making"
15426,"Candy (from sugarcane), manufacturing"
15427,"Candy (other than from sugarcane), manufacturing"
20293,"Cane articles, manufacturing"
15124,Canning of fish
15126,Canning of frog legs
15137,Canning of fruit
15116,Canning of meat
15137,Canning of vegetables
28992,"Cans (metal container), manufacturing"
55203,Canteens
55209,"Canteens, restaurants and bars n.e.c."
1122,"Capers, growing"
71110,"Caravans, renting out (without operator)"
31908,"Carbon brush for electronic purpose, manufacturing"
31908,"Carbon electrodes for electronic purpose, manufacturing"
21098,"Carbon paper, manufacturing"
95000,"Care-takers, activity of private households as employers of"
63013,"Cargo handling, incidental to air transport"
63011,"Cargo handling, incidental to land transport"
63012,"Cargo handling, incidental to water transport"
36931,"Carom boards, manufacturing"
93010,Carpet and rug shampooing
17226,"Carpets of jute/mesta/coir, manufacturing"
45401,"Carpets, coverings on wall / floor, cut to size, fixing etc; building completion activity"
1122,"Carrots, growing"
52520,Carrying out retail sale (not in stores) through stalls and markets
30007,"Cartridge drives, manufacturing"
36942,"Carved wood articles (games and toys/showcase items), manufacturing"
30003,"Cash registers and similar machines incorporating calculating device, manufacturing"
92490,"Casinos, activities"
28992,"Casks (metal container), manufacturing"
1119,"Cassava, growing"
30007,"Cassette drives, manufacturing"
32305,"Cassette players, manufacturing"
32303,"Cassette tape recorders, manufacturing"
27310,Casting of iron
27320,Casting of non-ferrous metals
27310,Casting of steel
16007,"Catechu (katha), manufacturing"
55204,Caterers undertaking home delivery services & providing lunch boxes to work places
55204,Catering services by caterers
55205,"Catering services on contract, air"
55205,"Catering services on contract, ship"
24236,"Catgut and other prepared sutures, manufacturing"
1211,Cattle breeding (including yak and buffalo)
15331,"Cattle feed, manufacturing"
1211,Cattle ranching (including yak and buffalo)
1211,Cattle rearing (including yak and buffalo)
1211,"Cattle, raw milk production"
24229,"Caulking compounds (surfacing preparation), manufacturing"
31402,"Cells containing manganese oxide, mercuric oxide, silver oxide or other material, manufacturing"
24133,"Cellulose and its chemical derivates in primary form, manufacturing"
26941,"Cement (in the form of clinkers), manufacturing"
26959,"Cement asbestos products, n.e.c., manufacturing"
26943,"Cement asbestos, manufacturing"
29296,"Cement manufacturing machinery, manufacturing"
26956,"Cement pre-fabricated structural components for building or civil engineering, manufacturing"
26959,"Cement products, n.e.c., manufacturing"
11203,"Cementing oil well casings, service activity of gas extraction, off shore"
11204,"Cementing oil well casings, service activity of gas extraction, on shore"
11201,"Cementing oil well casings, service activity of oil extraction, off shore"
11202,"Cementing oil well casings, service activity of oil extraction, on shore"
65110,Central banking
28123,"Central heating boilers of metal, manufacturing"
75142,"Centralized supply and purchase services, State Govt. agencies/bodies"
75141,"Centralized supply and purchase services, Union Govt."
29298,"Centrifugal cloth dryers, manufacturing"
29194,"Centrifuges machinery (except cream separators or cloth dyers), manufacturing"
29194,"Centrifuges machinery for liquids and gases (other than cream separators or clothes dryers), manufacturing"
26914,"Ceramic baths, manufacturing"
26913,"Ceramic domestic articles, manufacturing"
26914,"Ceramic flushing cistern, manufacturing"
26913,"Ceramic ornamental articles n.e.c., manufacturing"
26921,"Ceramic refractory constructional goods, manufacturing"
26929,"Ceramic refractory products n.e.c., manufacturing"
26914,"Ceramic sanitary wares n.e.c., manufacturing"
26914,"Ceramic sinks, manufacturing"
26913,"Ceramic statuettes, manufacturing"
26913,"Ceramic tableware, manufacturing"
26916,"Ceramic ware for laboratory chemical, manufacturing"
26916,"Ceramic ware for other technical use, manufacturing"
26914,"Ceramic water-closet pans, manufacturing"
52201,"Cereals & pulses, tea, coffee, flour and other basic food items retail sale by specialized stores"
51211,"Cereals & pulses, wholesale"
28939,"Chain saw blades of metal, manufacturing"
28991,"Chains (other than power transmission chains) of metal, manufacturing"
14107,"Chalk, mining / quarrying"
91110,"Chambers of commerce, activities"
34106,"Chassis fitted with engines for the motor vehicles, manufacturing"
63090,Chauffeurs services (driving vehicles)
95000,"Chauffeurs (domestic), employment, an activity of households as employers"
15203,"Cheese, manufacturing"
24296,"Chemical compounds doped for use in electronics, manufacturing"
24296,"Chemical elements doped for use in electronics, manufacturing"
14219,"Chemical minerals n .e.c., mining"
24294,"Chemical preparations and other sensitized unexposed materials for photographic use, manufacturing"
24297,"Chemical preparations of a kind used in textile / paper / leather industry, manufacturing"
